,dr7objid,ra,dec,rastring,decstring,sample,gz2_class
137,588018055653228553,224.6499481201172,44.88360977172852,14:58:35.99,+44:53:01.0,original,Sb?t(d)
148,587735665855234093,245.83775329589844,37.258392333984375,16:23:21.06,+37:15:30.2,original,Sb?t
162,587742014372380829,220.79925537109372,18.87995338439941,14:43:11.82,+18:52:47.8,original,SBb4t
163,587737825679048796,128.82275390625,55.82884216308594,08:35:17.46,+55:49:43.8,original,SBb2m
164,587735665319477506,247.66197204589844,35.0564079284668,16:30:38.87,+35:03:23.1,original,SBb2t
170,588017977818153017,181.63848876953125,39.23766708374024,12:06:33.24,+39:14:15.6,extra,Sb?t
181,587739811560161312,212.73846435546875,25.497228622436523,14:10:57.23,+25:29:50.0,original,SBb2t
184,587729752211915020,257.5530090332031,30.30821228027344,17:10:12.72,+30:18:29.6,original,SBb?t
185,587729777453367603,235.29107666015625,-1.7061913013458252,15:41:09.86,-01:42:22.3,original,SBc2t
186,587739131345698890,215.7305450439453,32.85065460205078,14:22:55.33,+32:51:02.4,original,SBb2l(i)
191,587735349099954195,156.44276428222656,13.716849327087402,10:25:46.26,+13:43:00.7,original,Sb2l(m)
192,588016891177140229,160.0023956298828,39.12222671508789,10:40:00.57,+39:07:20.0,original,SBb2m
195,587739648895942786,176.10740661621094,33.355072021484375,11:44:25.78,+33:21:18.3,original,SBb2m(r)
199,587729652353859608,256.7279663085937,30.269756317138672,17:06:54.71,+30:16:11.1,original,SBb2t
201,587739505014603871,205.7868194580078,30.33773422241211,13:43:08.84,+30:20:15.8,original,SBb2m
203,587729158980304916,226.4856414794922,3.707309007644653,15:05:56.55,+03:42:26.3,original,Sb2t
204,587728880346202204,167.602294921875,4.830042362213135,11:10:24.55,+04:49:48.2,original,Sc4m(m)
206,587739707957772430,241.38034057617188,17.9636287689209,16:05:31.28,+17:57:49.1,original,SBc2m
218,587733608555020553,249.2263336181641,36.42348861694336,16:36:54.32,+36:25:24.6,original,SBc2l
220,587725775602385217,112.47625732421876,37.4517707824707,07:29:54.30,+37:27:06.4,original,SBb2m
221,587729386063331458,129.685302734375,43.54754638671875,08:38:44.47,+43:32:51.2,original,Sc?t
229,587742576461480147,230.53260803222656,13.92821979522705,15:22:07.83,+13:55:41.6,original,Sc?t
230,587731522815983870,131.55877685546875,41.57980346679688,08:46:14.11,+41:34:47.3,original,Sc+t
232,587736547388686525,234.0767822265625,5.665364742279053,15:36:18.43,+05:39:55.3,original,Sb1m(r)
233,587741489834426496,166.8257598876953,28.52776336669922,11:07:18.18,+28:31:39.9,original,SBb2m(r)
237,587736783071019156,243.9359130859375,31.963947296142575,16:15:44.62,+31:57:50.2,original,Sc?t
238,587736546312323291,227.9055938720703,5.397577285766602,15:11:37.34,+05:23:51.3,original,Sc4t
243,587742061061668951,157.46498107910156,19.833162307739254,10:29:51.60,+19:49:59.4,original,SBc3m
244,587736813134348446,235.22247314453125,9.74992561340332,15:40:53.39,+09:44:59.7,original,Sb?t
245,587732582591692862,163.04864501953125,58.4381103515625,10:52:11.67,+58:26:17.2,original,Sc3m
246,587736584975286330,240.75108337402344,27.010276794433597,16:03:00.26,+27:00:37.0,original,Sc4m
249,587739720835334202,214.3378143310547,26.857446670532227,14:17:21.08,+26:51:26.8,original,Sb1m(m)
250,588013383283376276,193.853515625,52.2677116394043,12:55:24.84,+52:16:03.8,original,SBb2t
251,587726033871241253,207.6338806152344,3.194160223007202,13:50:32.13,+03:11:39.0,original,SBc4t
256,587739719220854813,204.35345458984372,27.419212341308597,13:37:24.83,+27:25:09.2,original,Sb?t
259,587725551199780967,129.80401611328125,53.623512268066406,08:39:12.96,+53:37:24.6,original,SBb4t
266,588011217524686918,204.5415496826172,60.27302551269531,13:38:09.97,+60:16:22.9,original,Sb1m
273,587733081884655640,176.12109375,55.65223693847656,11:44:29.06,+55:39:08.1,original,SBc?t
277,587739305286303781,172.410888671875,35.514644622802734,11:29:38.61,+35:30:52.7,original,SBb2m
278,587739115246714953,146.23570251464844,31.097843170166016,09:44:56.57,+31:05:52.2,original,Sc2t
287,587739405719765020,215.30455017089844,29.99350357055664,14:21:13.09,+29:59:36.6,original,Sb?t
290,587741489298604048,169.5695037841797,28.260438919067383,11:18:16.68,+28:15:37.6,original,Sb2t
297,587729386068639824,143.4869842529297,51.52904891967773,09:33:56.88,+51:31:44.6,original,Sb2t
299,587736916759412744,236.14108276367188,10.29315185546875,15:44:33.86,+10:17:35.3,original,SBb+t
301,587725551746285647,166.9733428955078,66.60470581054688,11:07:53.60,+66:36:16.9,original,Sc2t
310,587726014011015340,216.13821411132807,1.1773189306259155,14:24:33.17,+01:10:38.3,original,SBb3t
314,587738615417208885,176.17333984375,35.967987060546875,11:44:41.60,+35:58:04.8,original,Sc+t
315,587742572681625633,161.0960235595703,18.48778343200684,10:44:23.05,+18:29:16.0,original,SBb3t
316,587731681191329815,130.4217071533203,40.657447814941406,08:41:41.21,+40:39:26.8,original,SBb3t(m)
317,587732703396102158,144.8469696044922,6.401669502258301,09:39:23.27,+06:24:06.0,original,Sb?t
319,587733441591116099,250.0945281982422,33.67974853515625,16:40:22.69,+33:40:47.1,original,Sb2t
321,587733397572681759,244.35682678222656,35.135746002197266,16:17:25.64,+35:08:08.7,original,SBb2m
325,587742645164179632,242.6106414794922,12.30567741394043,16:10:26.55,+12:18:20.4,original,SBc2m
328,587741817860653252,160.65882873535156,23.95189094543457,10:42:38.12,+23:57:06.8,original,SBc2t
329,587731872849461261,120.87061309814452,33.46239471435547,08:03:28.95,+33:27:44.6,original,Sb1t(d)
333,587736618788978746,242.31546020507807,25.71245574951172,16:09:15.71,+25:42:44.8,original,SBb2t
337,587733608553120036,245.73126220703125,39.79163360595703,16:22:55.50,+39:47:29.9,original,SBc?t
338,587733604267655271,246.8420867919922,39.109642028808594,16:27:22.10,+39:06:34.7,original,Sc4t
339,588017116131688457,226.3730926513672,39.94448471069336,15:05:29.54,+39:56:40.1,original,SBb2t
340,587742550681649342,221.6645965576172,16.146448135375977,14:46:39.50,+16:08:47.2,original,Ei
341,587739720298725419,214.8191070556641,26.29859733581543,14:19:16.59,+26:17:55.0,original,Sb?t
344,587742062663041028,135.4727325439453,15.932571411132812,09:01:53.46,+15:55:57.3,original,SBb2l(m)
345,587741725500702723,174.2674102783203,24.096248626708984,11:37:04.18,+24:05:46.5,original,SBc2m
348,587739809948041324,208.8024444580078,25.021434783935547,13:55:12.59,+25:01:17.2,original,Sb?t
355,587741708346589192,176.32318115234375,26.767391204833984,11:45:17.56,+26:46:02.6,original,Sc2m(r)
360,587738948822892575,160.07418823242188,38.4871826171875,10:40:17.81,+38:29:13.9,original,Sc+m
363,587739406250803370,200.1327362060547,33.29156494140625,13:20:31.86,+33:17:29.6,original,SBb?t
367,587741708323324106,121.5467300415039,12.543508529663086,08:06:11.22,+12:32:36.6,original,Sb3t
383,587729652884963589,247.7661590576172,41.156044006347656,16:31:03.88,+41:09:21.8,original,Sc+t
387,588017603609755683,182.2866973876953,44.00319290161133,12:09:08.81,+44:00:11.5,original,Sc3m
393,588009371762819128,174.0276641845703,62.2491569519043,11:36:06.64,+62:14:57.0,original,SBc2m
395,587728948510654469,149.859130859375,-0.253935307264328,09:59:26.19,+00:15:14.2,original,Sb?t
397,587729751669080067,247.25169372558597,41.284271240234375,16:29:00.41,+41:17:03.4,original,Sc2m(d)
399,587739132964896855,236.9013671875,26.06378555297852,15:47:36.33,+26:03:49.6,original,Sb2t
400,587745402542817347,151.44717407226562,14.33874797821045,10:05:47.32,+14:20:19.5,original,SBb3t
401,587728880877174934,154.0854034423828,4.822009086608887,10:16:20.50,+04:49:19.2,original,Sc+t
406,587732702870044789,169.71241760253906,7.521387100219727,11:18:50.98,+07:31:17.0,original,Sc2t
411,587731187272122392,347.3344421386719,0.7564950585365295,23:09:20.27,+00:45:23.4,stripe82,SBb3m
412,587736542561304718,229.44728088378903,7.218278884887695,15:17:47.35,+07:13:05.8,original,SBc2m
415,588017564944433327,165.19981384277344,10.728147506713867,11:00:47.96,+10:43:41.3,original,SBb2t
417,587729409688142008,249.3184356689453,44.41823959350586,16:37:16.42,+44:25:05.7,original,SBb2m
419,587735348018544794,138.97915649414062,10.13251781463623,09:15:55.00,+10:07:57.1,original,Sb4t
424,587739131891875910,238.0863800048828,24.62660026550293,15:52:20.73,+24:37:35.8,original,SBc3m
431,587725816409555034,162.60003662109375,64.80946350097656,10:50:24.01,+64:48:34.1,original,Sc+t
432,587731681193033765,134.4241485595703,43.12747573852539,08:57:41.80,+43:07:38.9,original,Sb4t
434,587742629072404722,246.7511749267578,9.051003456115724,16:27:00.28,+09:03:03.6,original,Sb?t
437,587725491062898768,258.85113525390625,57.350284576416016,17:15:24.27,+57:21:01.0,original,Ser
438,587739828744683727,229.7423858642578,20.81537628173828,15:18:58.17,+20:48:55.4,original,SBb2t
442,587729752211456129,256.8643798828125,31.247705459594727,17:07:27.45,+31:14:51.7,original,Sb2l
448,587741600427540561,200.3920440673828,25.516237258911133,13:21:34.09,+25:30:58.5,original,Sb1t
450,588017990686146721,196.06268310546875,9.22346019744873,13:04:15.04,+09:13:24.5,original,Sc3t
452,587739296160481289,162.58009338378906,33.628028869628906,10:50:19.22,+33:37:40.9,original,Ei
458,588017702415892488,231.4691162109375,7.819622993469238,15:25:52.59,+07:49:10.6,original,SBc2m
460,587739380990869514,226.12640380859372,27.792848587036133,15:04:30.34,+27:47:34.3,original,Sb3t
467,587739707420901783,241.2828521728516,17.757667541503906,16:05:07.88,+17:45:27.6,original,Ser(m)
468,588017977841942618,243.4418182373047,22.91899871826172,16:13:46.04,+22:55:08.4,original,Sb2t
471,587738067810779141,135.09425354003906,64.91437530517578,09:00:22.62,+64:54:51.8,original,SBb2m(r)
473,588017112371495071,190.2828063964844,48.32760238647461,12:41:07.87,+48:19:39.4,original,Sb?t
474,587741533310353470,140.92916870117188,22.9090576171875,09:23:43.00,+22:54:32.6,original,SBb3t
476,587728947975421986,153.66482543945312,-0.8309090733528137,10:14:39.56,+00:49:51.3,original,Sb4t
477,587734304877641984,332.9704895019531,0.1087333410978317,22:11:52.92,+00:06:31.4,stripe82,SBb2t
478,587738196652982642,121.05484008789062,55.39765930175781,08:04:13.16,+55:23:51.6,original,SBb2l(r)
479,587736541477994706,207.34860229492188,8.507630348205566,13:49:23.66,+08:30:27.5,original,Sc+t
485,587726014552670282,227.040771484375,1.2493425607681274,15:08:09.79,+01:14:57.6,original,Sc2m
487,587742061097123964,242.1515655517578,12.330988883972168,16:08:36.38,+12:19:51.6,original,SBc2t
488,587739651570597904,237.48892211914065,20.80519294738769,15:49:57.34,+20:48:18.7,original,Sb3m(m)
492,587731512068866078,18.70281219482422,-0.496133416891098,01:14:48.68,+00:29:46.1,stripe82,Sc?t(m)
497,587728905023783343,114.77503967285156,29.16006088256836,07:39:06.01,+29:09:36.2,original,Sb2t
500,588011219135496313,206.2522430419922,61.28013229370117,13:45:00.54,+61:16:48.5,original,SBb2m
501,587731874461188154,121.7799072265625,36.23346710205078,08:07:07.18,+36:14:00.5,original,Sb?t
502,587736783068987469,239.7901306152344,35.02986526489258,15:59:09.63,+35:01:47.5,original,SBb2m
503,587738065666506880,151.9931182861328,68.36492156982422,10:07:58.35,+68:21:53.7,original,SBc2t
507,587729653963948206,257.13885498046875,31.805648803710938,17:08:33.33,+31:48:20.3,original,Sc+t
509,587738197189001410,118.72694396972656,53.84627151489258,07:54:54.47,+53:50:46.6,original,Sc2t
510,587733608016511091,245.88644409179688,39.12108612060547,16:23:32.75,+39:07:15.9,original,Sb?t
516,588297865804382261,178.12184143066406,48.45888519287109,11:52:29.24,+48:27:32.0,extra,SBb2m
519,587738572457967665,194.12985229492188,38.61344909667969,12:56:31.16,+38:36:48.4,original,Sb?t
529,587729385534980105,154.2714080810547,54.82050704956055,10:17:05.14,+54:49:13.8,original,SBb3m
530,587739815317274825,241.5950927734375,19.777956008911133,16:06:22.82,+19:46:40.6,original,Sc2m
531,587736782539915626,254.3692169189453,22.599328994750977,16:57:28.61,+22:35:57.6,original,Sb+t
534,587739609168543831,196.3089904785156,31.999717712402344,13:05:14.16,+31:59:59.0,original,Sb+m
544,587732484363911180,197.6959686279297,50.092864990234375,13:10:47.03,+50:05:34.3,original,Sb2m
546,587739810486616170,213.1210021972656,24.6355037689209,14:12:29.04,+24:38:07.8,original,Sb+t
554,587736808843116599,218.54852294921875,12.714122772216797,14:34:11.65,+12:42:50.8,original,SBb?t
557,587731520662536263,120.81436920166016,30.7965030670166,08:03:15.45,+30:47:47.4,original,Sc?t(r)
558,587733079194009742,154.24456787109375,49.6271858215332,10:16:58.70,+49:37:37.9,original,Sc+t
561,588017704553939028,210.0185089111328,12.111507415771484,14:00:04.44,+12:06:41.4,original,Sc?t
569,587731185128112152,355.2823486328125,-1.0375638008117676,23:41:07.76,-01:02:15.2,stripe82,Sb?t
572,587736585516548257,249.8783416748047,21.31692314147949,16:39:30.80,+21:19:00.9,original,Sb4t
573,587736919968448552,239.00672912597656,30.417407989501957,15:56:01.61,+30:25:02.7,original,SBb3t
581,587725551199322172,128.89349365234375,52.78889846801758,08:35:34.44,+52:47:20.0,original,Sb?m(m)
587,587730022794526857,226.2543487548828,5.796775341033936,15:05:01.04,+05:47:48.4,original,Sc2t
589,588015508210122861,33.08202362060547,-0.8115167617797852,02:12:19.69,+00:48:41.5,stripe82,SBb2m(r)
592,587739407303770121,144.53077697753906,28.057655334472656,09:38:07.39,+28:03:27.6,original,Sb4t
599,588017978348732432,163.24607849121094,37.6134147644043,10:52:59.06,+37:36:48.3,original,Sb3t
601,587729155743219767,169.6161346435547,65.03218841552734,11:18:27.87,+65:01:55.9,original,Sc2m
602,587733441047625773,235.9795837402344,44.30595779418945,15:43:55.10,+44:18:21.4,original,Sb?t(r)
607,588017115590230192,213.4168243408203,43.86658477783203,14:13:40.04,+43:51:59.7,original,Sc2m
609,587739459371991131,219.69126892089844,28.50544166564941,14:38:45.90,+28:30:19.6,original,Sb2t
610,587736546313043978,229.53504943847656,5.310651779174805,15:18:08.41,+05:18:38.3,original,Sc+t
615,587739845394563423,243.30284118652344,14.185507774353027,16:13:12.68,+14:11:07.8,original,SBb2t
622,587739707946500122,215.16416931152344,26.86332321166992,14:20:39.40,+26:51:48.0,original,Sb?t
623,587735660479381523,161.1631622314453,38.759552001953125,10:44:39.16,+38:45:34.4,original,SBc4m
627,587725551199256712,128.6876983642578,52.71567916870117,08:34:45.05,+52:42:56.4,original,Sc+t
631,587742009505874148,121.39208984375,10.39339542388916,08:05:34.10,+10:23:36.2,original,Sc?t
638,587739158730637371,156.19371032714844,34.64894485473633,10:24:46.49,+34:38:56.2,original,SBb2t
639,588017991773520201,227.5767059326172,7.705446243286133,15:10:18.41,+07:42:19.6,original,Sb2t
646,587739407337259013,232.26585388183597,25.458221435546875,15:29:03.80,+25:27:29.6,original,SBc2m
661,588017605239439565,236.6249542236328,32.117271423339844,15:46:29.99,+32:07:02.2,original,Sb?t
662,587736899034546245,235.2335662841797,32.783470153808594,15:40:56.06,+32:47:00.5,original,SBc3t
665,587739098594082827,167.4811248779297,36.94649124145508,11:09:55.47,+36:56:47.4,original,Sc?t
666,587732772121346109,164.13754272460938,9.933937072753906,10:56:33.01,+09:56:02.2,original,SBb2t
667,587739814778634483,237.367431640625,21.03411865234375,15:49:28.18,+21:02:02.8,original,Sb3t
670,587739828748157121,237.60797119140625,18.139583587646484,15:50:25.91,+18:08:22.5,original,SBb+t
676,587729651811680468,247.7642059326172,39.838497161865234,16:31:03.41,+39:50:18.6,original,SBb?m
677,587725469052502129,118.31732940673828,39.05013656616211,07:53:16.16,+39:03:00.5,original,Sb+t
680,587739406786494548,196.97837829589844,34.08710861206055,13:07:54.81,+34:05:13.6,original,SBb2t
683,587725774531657955,117.89845275878906,42.880104064941406,07:51:35.63,+42:52:48.4,original,Sb+m
686,587735661552599116,159.52731323242188,39.17715835571289,10:38:06.56,+39:10:37.8,original,Sb+t
689,587739406787018756,198.3060607910156,33.98444366455078,13:13:13.45,+33:59:04.0,original,SBc2l
691,587730022797803649,233.80198669433597,5.063003540039063,15:35:12.48,+05:03:46.8,original,SBb2m
692,587742611347210626,237.0526580810547,11.27951431274414,15:48:12.64,+11:16:46.3,original,SBc2m
693,588011102639947790,229.0038604736328,54.482303619384766,15:16:00.93,+54:28:56.3,original,Sc?t
697,587736543096734014,226.19679260253903,8.171185493469238,15:04:47.23,+08:10:16.3,original,Sc+t
701,587732483300065333,227.65042114257807,41.05472946166992,15:10:36.10,+41:03:17.0,original,Sb?t
703,587732484353753123,162.03878784179688,48.33153533935547,10:48:09.31,+48:19:53.5,original,Sb2m
707,587729158970933263,205.00059509277344,4.677523136138916,13:40:00.14,+04:40:39.1,original,SBb2m
710,587735666916261999,212.0898284912109,55.30148696899414,14:08:21.56,+55:18:05.4,original,SBc2m
712,587739376702062744,143.2445526123047,27.500080108642575,09:32:58.69,+27:30:00.3,original,Sb?t
717,587729153599340563,188.9251708984375,63.97372055053711,12:35:42.04,+63:58:25.4,extra,Sb2m
718,587739457763213424,223.7022705078125,25.792503356933597,14:54:48.54,+25:47:33.0,original,SBc3m
723,587736915680952356,225.2361602783203,11.517395973205566,15:00:56.68,+11:31:02.6,original,SBb?t
724,588018253751713803,224.01821899414065,45.40526580810547,14:56:04.37,+45:24:19.0,original,Sc4m
725,587739303685324846,199.2501373291016,34.10165786743164,13:17:00.03,+34:06:06.0,original,Sb?t
728,587735343728033922,149.14657592773438,10.094651222229004,09:56:35.18,+10:05:40.7,original,SBb?t
729,587739114709909671,146.64476013183594,30.653085708618164,09:46:34.74,+30:39:11.1,original,Sc4t
732,587729409148256445,242.7550506591797,49.79539108276367,16:11:01.21,+49:47:43.4,original,SBc4m
738,587739651032678648,235.0367889404297,21.515588760375977,15:40:08.83,+21:30:56.1,original,SBb2t
745,587739407338307755,234.81951904296875,24.45509529113769,15:39:16.68,+24:27:18.3,original,Sb?t
746,587731873923530987,120.66260528564452,34.77644729614258,08:02:39.03,+34:46:35.2,original,Sb+t
747,587729386607935629,150.98019409179688,54.71525192260742,10:03:55.25,+54:42:54.9,original,SBb3t
749,587729751134896257,251.6732635498047,36.09040069580078,16:46:41.58,+36:05:25.4,original,Sb2t
751,587729226611753088,228.63088989257807,58.84312438964844,15:14:31.41,+58:50:35.2,original,SBb2t
754,587726031721791515,203.08493041992188,1.566870927810669,13:32:20.38,+01:34:00.7,original,SBc3m
756,587741491444842547,166.14874267578125,29.51961326599121,11:04:35.70,+29:31:10.6,original,Sb?t
761,588018253758071006,239.94407653808597,37.03728866577149,15:59:46.58,+37:02:14.2,original,SBb2t
762,587738568177221727,209.85845947265625,12.788477897644045,13:59:26.03,+12:47:18.5,original,Sb+t
765,587726014540284092,198.8398284912109,1.9275301694869995,13:15:21.56,+01:55:39.1,original,SBb4m
766,588017111836393547,196.2324066162109,47.50363540649414,13:04:55.78,+47:30:13.1,original,SBc2t
768,587739385279283560,244.19032287597656,19.52135467529297,16:16:45.68,+19:31:16.9,original,Sc2t
771,587741727112101895,176.14381408691406,25.42144775390625,11:44:34.52,+25:25:17.2,original,Sb+t
777,587737827288940627,125.24961853027344,55.27511596679688,08:20:59.91,+55:16:30.4,original,SBb2t
780,587739827662356641,208.94308471679688,25.15191078186035,13:55:46.34,+25:09:06.9,original,Sc?t
782,587733603718201456,211.78561401367188,56.54018020629883,14:07:08.55,+56:32:24.6,original,SBb+t
787,587734304879869971,338.0302124023437,0.0370765589177608,22:32:07.25,+00:02:13.5,stripe82,SBb3m
788,587742190976303238,178.29640197753906,25.43760871887207,11:53:11.14,+25:26:15.4,original,Sc+t
790,587739811035676794,241.58139038085935,16.431421279907227,16:06:19.53,+16:25:53.1,original,Sc2t
791,587739608086610037,174.37904357910156,31.36233329772949,11:37:30.97,+31:21:44.4,original,Sc?m(i)
792,587742061061996578,158.1811065673828,19.944116592407227,10:32:43.47,+19:56:38.8,original,Sb+t
804,587739609160417293,174.3737030029297,32.25246047973633,11:37:29.69,+32:15:08.9,original,SBb2m
807,588018056204845140,256.3670959472656,23.1531925201416,17:05:28.10,+23:09:11.5,original,Ser
810,587739720308883758,238.61187744140625,18.52550506591797,15:54:26.85,+18:31:31.8,original,Sc?t(i)
814,587733195697487910,197.0104522705078,53.93587112426758,13:08:02.51,+53:56:09.1,original,SBc3m
821,587736545776238709,229.7191619873047,4.865695476531982,15:18:52.60,+04:51:56.5,original,Sc3t
823,587733605341331485,247.46270751953125,39.76652908325195,16:29:51.05,+39:45:59.5,original,SBb2l(d)
831,587728932411080803,121.67825317382812,39.090213775634766,08:06:42.78,+39:05:24.8,original,Sb2m
835,588017702390202378,172.00205993652344,11.15828800201416,11:28:00.49,+11:09:29.8,original,SBb2m
840,587726032242016326,165.13548278808594,2.116061925888061,11:00:32.52,+02:06:57.8,original,SBb2t
841,587737825140867310,126.00464630126952,53.33348083496094,08:24:01.12,+53:20:00.5,original,Sc?t
842,587725816405033006,143.21107482910156,59.74464797973633,09:32:50.66,+59:44:40.7,original,SBb2l
847,587730023335854128,236.50759887695312,5.137026786804199,15:46:01.82,+05:08:13.3,original,Sc4t(o)
849,587738411399053394,149.98269653320312,13.043816566467283,09:59:55.85,+13:02:37.7,original,Sb?t
858,587739721376202859,224.25132751464844,24.60674095153809,14:57:00.32,+24:36:24.3,original,Sc?t(m)
860,588017627233189926,198.0268096923828,44.678592681884766,13:12:06.43,+44:40:42.9,original,Sb2t
863,587739809418838057,227.04022216796875,20.181642532348636,15:08:09.65,+20:10:53.9,original,Sb4t(o)
868,587739651033923677,237.77880859375,20.202505111694336,15:51:06.91,+20:12:09.0,original,SBb2l
869,587742190974271512,173.18856811523438,25.049049377441406,11:32:45.26,+25:02:56.6,original,Sb4t
879,587742190974533801,173.90664672851562,25.088624954223636,11:35:37.60,+25:05:19.0,original,Sc2t
882,587729388214222955,136.5723114013672,50.08930206298828,09:06:17.35,+50:05:21.5,original,SBb2m(r)
883,587739608098275421,205.4266815185547,30.12542533874512,13:41:42.40,+30:07:31.5,original,SBb2m
885,588010360696799247,179.8188934326172,6.1884613037109375,11:59:16.53,+06:11:18.5,original,SBb2t
887,587726014552604815,226.99713134765625,1.2317312955856323,15:07:59.31,+01:13:54.2,original,Sc?t
888,588017110758588458,182.4531097412109,47.16812896728516,12:09:48.75,+47:10:05.3,original,Sc2m
889,587741709943242851,141.79241943359375,21.593908309936523,09:27:10.18,+21:35:38.1,original,SBb2m
890,588017979454193856,247.5318298339844,21.846607208251957,16:30:07.64,+21:50:47.8,original,SBc+t
892,587742190977744952,181.99807739257807,25.551559448242188,12:07:59.54,+25:33:05.6,original,Sb?t
893,587739406229045443,142.57237243652344,26.64126968383789,09:30:17.37,+26:38:28.6,original,Sc+m
896,588017703187120248,152.630615234375,10.042386054992676,10:10:31.35,+10:02:32.6,original,Sb2m
901,587732136997421077,186.7434539794922,53.684547424316406,12:26:58.43,+53:41:04.4,original,SBb3m
902,587738573532889442,197.7859344482422,39.22685241699219,13:11:08.62,+39:13:36.7,original,Er
906,587728309640429581,171.23081970214844,3.168562412261963,11:24:55.40,+03:10:06.8,original,SBb2t
910,587733609093136687,251.720703125,34.410037994384766,16:46:52.97,+34:24:36.1,extra,Sc2m
921,587739166239228080,246.06321716308597,20.183549880981445,16:24:15.17,+20:11:00.8,original,SBb2m
925,587731521742438512,132.58412170410156,41.28942108154297,08:50:20.19,+41:17:21.9,original,Sc+t
927,587735348569440310,171.4376983642578,14.676576614379885,11:25:45.05,+14:40:35.7,original,SBc2m
939,587735348025163822,154.15997314453125,12.57736587524414,10:16:38.39,+12:34:38.5,original,Sb?t
942,587739648891158567,163.34323120117188,31.82227897644043,10:53:22.38,+31:49:20.2,original,Er
945,587741489832329277,161.45751953125,27.61978912353516,10:45:49.80,+27:37:11.2,original,SBb2m(r)
946,588017111826628697,163.51004028320312,46.02796936035156,10:54:02.41,+46:01:40.7,original,Sc4m
947,587733442655551544,230.17222595214844,49.10652923583984,15:20:41.33,+49:06:23.5,original,SBb2m
949,587741490908954681,168.792236328125,29.53005599975586,11:15:10.14,+29:31:48.2,original,SBb2t
950,587739507160252450,201.18199157714844,32.540279388427734,13:24:43.68,+32:32:25.0,original,SBb2m
952,587735043609985048,124.10567474365234,25.991355895996094,08:16:25.36,+25:59:28.9,original,Sb2m
954,587730021721768226,228.48448181152344,4.71096658706665,15:13:56.28,+04:42:39.5,original,SBb2m(d)
956,588848900973330470,150.1015167236328,0.7045926451683044,10:00:24.36,+00:42:16.5,original,SBb2t
960,587733608014348555,241.37034606933597,42.627197265625,16:05:28.88,+42:37:37.9,original,Sc2m
963,587735666391842886,245.74864196777344,37.94908905029297,16:22:59.67,+37:56:56.7,original,Sc2t
968,587739406798880791,228.66580200195312,26.59419631958008,15:14:39.79,+26:35:39.1,original,SBc2t
