,dr7objid,ra,dec,rastring,decstring,sample,gz2_class
647,587742627456024602,233.46554565429688,11.010708808898926,15:33:51.73,+11:00:38.6,original,Sb2m(r)
648,588017713119428752,198.9357147216797,52.20366668701172,13:15:44.57,+52:12:13.2,original,Ei
655,587739507158482974,196.4209442138672,33.178897857666016,13:05:41.03,+33:10:44.0,original,Er(r)
658,587739132964569195,236.2900848388672,26.50611114501953,15:45:09.62,+26:30:22.0,original,Er
685,587739720846868660,241.2486572265625,17.870357513427734,16:04:59.68,+17:52:13.3,original,Er
687,587739708480880742,209.0801696777344,28.536359786987305,13:56:19.24,+28:32:10.9,original,Er
690,587736477062004749,235.09312438964844,7.283227443695068,15:40:22.35,+07:16:59.6,original,SBb2t(r)
709,587739380455637056,229.8556365966797,25.7871208190918,15:19:25.35,+25:47:13.6,original,SBb(r)
710,587735666916261999,212.0898284912109,55.30148696899414,14:08:21.56,+55:18:05.4,original,SBc2m
712,587739376702062744,143.2445526123047,27.500080108642575,09:32:58.69,+27:30:00.3,original,Sb?t
728,587735343728033922,149.14657592773438,10.094651222229004,09:56:35.18,+10:05:40.7,original,SBb?t
733,587739506087952525,204.85958862304688,31.208011627197266,13:39:26.30,+31:12:28.8,original,SBb2t
734,587732772660117512,168.4662628173828,10.56339168548584,11:13:51.90,+10:33:48.2,original,SBb2m(r)
749,587729751134896257,251.6732635498047,36.09040069580078,16:46:41.58,+36:05:25.4,original,Sb2t
752,588017991236976761,228.25991821289065,7.292954444885254,15:13:02.38,+07:17:34.6,original,Sb(r)
755,587739610235011095,176.57406616210938,33.20448303222656,11:46:17.78,+33:12:16.1,original,Er
769,588016892251078751,160.43475341796875,40.04151153564453,10:41:44.34,+40:02:29.4,original,Sb(r)
779,588017713125261318,218.6000213623047,48.0374755859375,14:34:24.01,+48:02:14.9,original,Ei
794,587741490893684878,131.78623962402344,19.63104057312012,08:47:08.70,+19:37:51.7,original,Sb2m(r)
795,587739166238441695,244.5306854248047,21.06644630432129,16:18:07.36,+21:03:59.2,original,Sb(r)
799,587739827662356531,208.93785095214844,25.203125,13:55:45.08,+25:12:11.2,original,Ei
803,587725551736586252,129.1748504638672,53.72722244262695,08:36:41.96,+53:43:38.0,original,SBb
809,587733609629614202,251.49658203125,35.45890426635742,16:45:59.18,+35:27:32.1,original,SBb(r)
846,587739608084316193,168.36155700683594,30.60755157470703,11:13:26.77,+30:36:27.2,original,SBb2t(r)
857,587741709955039271,170.72021484375,27.583789825439453,11:22:52.85,+27:35:01.6,original,Ei
860,588017627233189926,198.0268096923828,44.678592681884766,13:12:06.43,+44:40:42.9,original,Sb2t
867,587741531711209525,169.57415771484375,28.22603988647461,11:18:17.80,+28:13:33.7,original,SBb(r)
882,587729388214222955,136.5723114013672,50.08930206298828,09:06:17.35,+50:05:21.5,original,SBb2m(r)
887,587726014552604815,226.99713134765625,1.2317312955856323,15:07:59.31,+01:13:54.2,original,Sc?t
889,587741709943242851,141.79241943359375,21.593908309936523,09:27:10.18,+21:35:38.1,original,SBb2m
891,587739707959345259,244.8016662597656,16.48284149169922,16:19:12.40,+16:28:58.2,original,Ei
892,587742190977744952,181.99807739257807,25.551559448242188,12:07:59.54,+25:33:05.6,original,Sb?t
898,587729158439960713,218.5792236328125,3.6643896102905273,14:34:19.01,+03:39:51.8,original,Sb(r)
913,587741708881756363,172.07772827148438,26.76013565063477,11:28:18.65,+26:45:36.5,original,Ei
915,588017949357506604,201.7695159912109,41.95726013183594,13:27:04.68,+41:57:26.1,original,Sb(r)
917,587732702337368070,179.3612823486328,7.460951328277588,11:57:26.71,+07:27:39.4,original,Ei(r)
922,587733425480859679,212.51727294921875,58.039337158203125,14:10:04.15,+58:02:21.6,original,Er
923,588010879296274481,180.77120971679688,5.17469596862793,12:03:05.09,+05:10:28.9,original,SBb2t(r)
935,587729160574599288,189.1343536376953,6.169603824615479,12:36:32.24,+06:10:10.6,original,Ei
938,588017978917126326,246.8327789306641,21.650861740112305,16:27:19.87,+21:39:03.1,original,Ei(r)
958,587729773148569836,213.82493591308597,-2.4447453022003174,14:15:17.98,-02:26:41.1,original,Sb
967,587741421634519106,123.07603454589844,16.980422973632812,08:12:18.25,+16:58:49.5,original,Sc
975,587731174382436644,319.9018249511719,0.7042366862297058,21:19:36.44,+00:42:15.3,stripe82,Ei(r)
977,587742061604831283,172.6075439453125,22.21650695800781,11:30:25.81,+22:12:59.4,original,Sb?t(r)
997,587741490360746106,140.84275817871094,22.630237579345703,09:23:22.26,+22:37:48.9,original,Sb2t(r)
1000,587731870709121029,185.0062713623047,56.16291427612305,12:20:01.51,+56:09:46.5,original,Ei
1005,587738066202984608,149.57078552246094,68.10243225097656,09:58:16.99,+68:06:08.8,original,Sb(r)
1008,588848900454744095,191.8304443359375,0.4048311710357666,12:47:19.31,+00:24:17.4,original,Sb?t(r)
1024,587741708343640243,168.96409606933594,25.961162567138672,11:15:51.38,+25:57:40.2,original,Sb(r)
1025,588017978914374052,241.14833068847656,25.189929962158203,16:04:35.60,+25:11:23.7,original,Sc2t
1031,588017605759402010,189.21324157714844,45.651161193847656,12:36:51.18,+45:39:04.2,original,SBc4t
1044,587736546851553490,233.4489288330078,5.291525840759277,15:33:47.74,+05:17:29.5,original,SBb(r)
1050,587739407313666090,170.08644104003906,34.09624481201172,11:20:20.75,+34:05:46.5,original,Sb?t
1054,587730845817504193,321.8904113769531,-1.1886166334152222,21:27:33.70,-01:11:19.0,stripe82,SBb2m
1057,587742611346817332,236.12158203125,11.549508094787598,15:44:29.18,+11:32:58.2,original,Ser
1076,587732771596861476,192.8692626953125,9.922711372375488,12:51:28.62,+09:55:21.8,original,Er
1132,587736897964998982,243.694580078125,26.558841705322266,16:14:46.70,+26:33:31.8,original,Sb?t(r)
1133,587741532247490603,167.94674682617188,28.26729202270508,11:11:47.22,+28:16:02.3,original,Ei
1148,587733412059807861,224.2890625,48.633975982666016,14:57:09.38,+48:38:02.3,original,SBc?t(r)
1149,587729158439960593,218.4920959472656,3.7467026710510254,14:33:58.10,+03:44:48.1,original,Er
1150,587738066190532935,114.92449188232422,45.9126091003418,07:39:41.88,+45:54:45.4,original,SBb(r)
1161,587725505558806532,261.12841796875,56.909706115722656,17:24:30.82,+56:54:34.9,original,Sb(r)
1176,587728669341843556,121.27240753173828,40.174564361572266,08:05:05.38,+40:10:28.4,original,SBb(r)
1178,587739810486747177,213.3463897705078,24.53240394592285,14:13:23.13,+24:31:56.7,original,Er
1184,587725818552713323,141.56991577148438,61.38152313232422,09:26:16.78,+61:22:53.5,original,Sb?t(r)
1201,587739720845623367,238.5410919189453,19.1062126159668,15:54:09.86,+19:06:22.4,original,SBb?t
1202,587739827664978052,215.3805389404297,23.948305130004883,14:21:31.33,+23:56:53.9,original,Sb?t
1214,588011219682394142,240.42901611328125,48.82792663574219,16:01:42.96,+48:49:40.5,original,SBb2m
1229,587731870172381187,185.52926635742188,55.819122314453125,12:22:07.02,+55:49:08.8,original,Sb(r)
1257,587736543621349480,197.95309448242188,10.602188110351562,13:11:48.74,+10:36:07.9,original,Sb?t(r)
1259,587739706883637629,240.2179718017578,17.545759201049805,16:00:52.31,+17:32:44.7,original,Sb(r)
1260,587742012741582989,171.5780487060547,21.096229553222656,11:26:18.73,+21:05:46.4,original,SBb2m(r)
1266,587739651033989314,238.02362060546875,20.145233154296875,15:52:05.67,+20:08:42.8,original,Er(r)
1272,587738410864541732,155.45718383789062,13.447114944458008,10:21:49.72,+13:26:49.6,original,Sb?t
1284,587724649254223913,173.59718322753906,-2.5293259620666504,11:34:23.32,-02:31:45.6,original,SBb3t
1297,587746209447215183,163.88290405273438,8.847005844116211,10:55:31.90,+08:50:49.2,original,SBb
1329,587742014883364871,157.36813354492188,20.99161148071289,10:29:28.35,+20:59:29.8,original,SBb2m
1330,587736942529347601,241.0038909912109,25.955415725708008,16:04:00.93,+25:57:19.5,original,Sb?t(r)
1331,587735348017168576,135.8040313720703,9.61898708343506,09:03:12.97,+09:37:08.4,original,Sb(r)
1333,588297865801171004,167.1336212158203,47.33632278442383,11:08:32.07,+47:20:10.8,original,Sc?t
1334,588017627234697295,202.9613342285156,44.1522102355957,13:31:50.72,+44:09:08.0,original,Er
1338,587738570322870287,205.59954833984372,14.739130020141602,13:42:23.89,+14:44:20.9,original,Sc3m
1340,587731887349891238,130.2191619873047,42.83713912963867,08:40:52.60,+42:50:13.7,original,Sc?t
1359,587731501332103263,150.4788360595703,53.2601203918457,10:01:54.92,+53:15:36.4,original,Sc?t(r)
1365,587745242558169163,159.33441162109375,17.031118392944336,10:37:20.26,+17:01:52.0,original,SBb(r)
1370,587732701790011556,155.40138244628906,6.025932788848877,10:21:36.33,+06:01:33.4,original,Sc?t
1371,588011219672236116,205.87677001953125,61.8313102722168,13:43:30.42,+61:49:52.7,original,Sb2m
1385,587739505012834423,201.1059417724609,30.959291458129883,13:24:25.43,+30:57:33.4,original,Sc?t(r)
1390,587733440517505240,249.4926300048828,32.872413635253906,16:37:58.23,+32:52:20.7,original,Ei
1420,587732050024595525,159.42965698242188,55.02793884277344,10:37:43.12,+55:01:40.6,original,Sb4m
1428,587739648357826596,172.84178161621094,32.70632553100586,11:31:22.03,+32:42:22.8,original,Ei
1431,587734948584816672,136.2075958251953,8.03748893737793,09:04:49.82,+08:02:15.0,original,SBb(r)
1441,587739380455768301,230.17367553710935,25.680795669555664,15:20:41.68,+25:40:50.9,original,Er
1445,587742575922839780,226.36636352539065,14.42796802520752,15:05:27.93,+14:25:40.7,original,SBb?t(r)
1446,587741707808342053,172.90695190429688,26.111082077026367,11:31:37.67,+26:06:39.9,original,Sb
1449,587731185664131137,353.32794189453125,-0.4501473605632782,23:33:18.70,+00:27:00.5,stripe82,Ei
1476,587742014345838618,155.89747619628906,20.2849178314209,10:23:35.39,+20:17:05.7,original,SBb2m(r)
1482,587739844856184892,239.77052307128903,14.927921295166016,15:59:04.93,+14:55:40.5,original,SBb?t
1488,588015507675676732,38.67270278930664,-1.2384943962097168,02:34:41.45,-01:14:18.6,stripe82,Er(r)
1493,587731512619958392,51.11497116088867,-0.0863628163933754,03:24:27.59,+00:05:10.9,stripe82,Sb?t
1494,588017978350698565,168.8280487060547,38.50762176513672,11:15:18.73,+38:30:27.4,original,Sb(r)
1505,588023046395199596,119.06929779052734,11.662165641784668,07:56:16.63,+11:39:43.8,original,SBc+t
1527,587725993574924431,251.4584808349609,43.86647415161133,16:45:50.04,+43:51:59.3,original,SBb(r)
1536,587733608555216924,249.4465789794922,36.11498260498047,16:37:47.18,+36:06:53.9,original,Sb?t(r)
1537,587739809961607306,240.55523681640625,15.937522888183594,16:02:13.26,+15:56:15.1,original,Sb2m(r)
1541,587730847963021429,317.3148803710937,0.5234721302986145,21:09:15.57,+00:31:24.5,stripe82,Sb2t
1557,587729228764938451,246.24099731445312,50.30357360839844,16:24:57.84,+50:18:12.9,original,Sb?t(r)
1561,588017605225480330,198.63619995117188,44.50751495361328,13:14:32.69,+44:30:27.1,original,Sc?t
1563,587732483816947715,162.2205047607422,48.05411529541016,10:48:52.92,+48:03:14.8,original,Sc2t(r)
1582,587725469057286163,127.25740051269533,47.8005485534668,08:29:01.78,+47:48:02.0,original,SBb(r)
1618,587736783068856410,239.49923706054688,35.13570022583008,15:57:59.82,+35:08:08.5,original,Ei
1626,587738568174731329,203.92665100097656,13.330907821655272,13:35:42.40,+13:19:51.3,original,SBb2m(r)
1639,587735349640167487,164.2860870361328,14.925070762634276,10:57:08.66,+14:55:30.3,original,Sb?t(r)
1641,587739828212662430,240.5542449951172,16.426218032836914,16:02:13.02,+16:25:34.4,original,SBb(r)
1650,587742611346882591,236.1764678955078,11.492269515991213,15:44:42.35,+11:29:32.2,original,Sb(r)
1657,588017626157088772,190.3946228027344,44.49140930175781,12:41:34.71,+44:29:29.1,original,Sb(r)
1663,587741491434815613,141.36770629882812,23.60860061645508,09:25:28.25,+23:36:31.0,original,SBb2t
1667,587739827676053933,240.99159240722656,16.000574111938477,16:03:57.98,+16:00:02.1,original,SBb(r)
1687,588023668094992470,176.80410766601562,18.925838470458984,11:47:12.99,+18:55:33.0,original,Ei
1693,587736545776173211,229.60386657714844,4.868982791900635,15:18:24.93,+04:52:08.3,original,Sc?t
1716,587732578848669810,164.55108642578125,7.5716872215271,10:58:12.26,+07:34:18.1,original,SBc(r)
1733,587741532239626300,148.38067626953125,24.240419387817383,09:53:31.36,+24:14:25.5,original,Ei
1738,588017625631228039,222.7777862548828,37.49480056762695,14:51:06.67,+37:29:41.3,original,Sb
1740,587742013281009679,177.75613403320312,21.795578002929688,11:51:01.47,+21:47:44.1,original,SBc?t
1742,588017992310718621,228.40081787109372,8.085748672485352,15:13:36.20,+08:05:08.7,original,Ei(r)
1761,587742573755891766,162.2616424560547,19.500078201293945,10:49:02.79,+19:30:00.3,original,Ei
1762,587739295089754249,171.04811096191406,34.04697036743164,11:24:11.55,+34:02:49.1,original,SBb2m(r)
1769,587732049482547238,142.7781524658203,49.07976150512695,09:31:06.76,+49:04:47.1,original,SBb(r)
1771,587729652348092445,247.28895568847656,40.98759460449219,16:29:09.35,+40:59:15.3,original,Er
1773,587736813136052491,239.10792541503903,9.05517864227295,15:56:25.90,+09:03:18.6,original,SBb2m
1780,588017977286131761,195.71539306640625,38.29294204711914,13:02:51.69,+38:17:34.6,original,Ser
1802,588010879302500498,194.95846557617188,5.047566890716553,12:59:50.03,+05:02:51.2,original,Er
1808,587738411405082673,163.94752502441406,14.865567207336426,10:55:47.41,+14:51:56.0,original,Sb3t
1809,587731887350284414,131.20736694335938,43.450496673583984,08:44:49.77,+43:27:01.8,original,Sb?t
1812,587733442656010331,231.44346618652344,48.49117660522461,15:25:46.43,+48:29:28.2,original,Sb2l(r)
1823,588018253758332949,240.4927520751953,36.70204544067383,16:01:58.26,+36:42:07.4,original,SBb(r)
1827,587739811035480245,241.1426544189453,16.480609893798828,16:04:34.24,+16:28:50.2,original,SBb2t
1834,587739810488909894,218.6182403564453,23.30359649658203,14:34:28.38,+23:18:12.9,original,SBb2m
1837,588017990699843866,227.56956481933597,6.892243385314941,15:10:16.70,+06:53:32.1,original,Sb2t
1849,587735347500810419,183.5306854248047,14.15688133239746,12:14:07.36,+14:09:24.8,original,Sb2t
1854,587726031167094918,162.45938110351562,1.2046267986297607,10:49:50.25,+01:12:16.7,original,Sb2m(r)
1855,588015509290352866,47.95786285400391,0.1584533900022506,03:11:49.89,+00:09:30.4,stripe82,Sb3m
1876,587735348018610271,139.09214782714844,10.231733322143556,09:16:22.12,+10:13:54.2,original,Ei
1895,587731886809612458,123.44864654541016,37.05037307739258,08:13:47.68,+37:03:01.3,original,Sb
1925,587739720310849909,242.98648071289065,16.778024673461914,16:11:56.76,+16:46:40.9,original,Sb(r)
1927,587739405714915375,202.6771545410156,32.546966552734375,13:30:42.52,+32:32:49.1,original,Ei
1945,587739845922783235,223.6982269287109,20.810396194458008,14:54:47.57,+20:48:37.4,original,Sb?t
1952,588018090549248077,250.95236206054688,24.24234771728516,16:43:48.57,+24:14:32.5,original,SBc?t
1958,587734893820379222,164.93533325195312,10.0709867477417,10:59:44.48,+10:04:15.6,original,Sb?t(r)
1960,587738372205445609,118.16985321044922,18.37456321716309,07:52:40.76,+18:22:28.4,original,SBc?t
1978,587738950959366309,209.79595947265625,34.072021484375,13:59:11.03,+34:04:19.3,original,Sb?t
1990,588015508217331864,49.58417510986328,-0.8246473670005798,03:18:20.20,+00:49:28.7,stripe82,Sc?t
1999,587729971252035600,221.70274353027344,-1.9586496353149412,14:46:48.66,-01:57:31.1,extra,SBb2m
2019,587736547385409742,226.59278869628903,6.379871845245361,15:06:22.27,+06:22:47.5,original,Sc2t
2029,587736543094374497,220.71424865722656,8.758879661560059,14:42:51.42,+08:45:32.0,original,Sb?t
2037,587739608618696777,161.77371215820312,30.053136825561523,10:47:05.69,+30:03:11.3,original,Sb2l(r)
2043,587736976348807199,237.52659606933597,25.054832458496094,15:50:06.38,+25:03:17.4,original,SBb(r)
2047,587739721903046683,199.06646728515625,30.26451873779297,13:16:15.95,+30:15:52.3,original,Sb?t(r)
2050,588848900455596118,193.81907653808597,0.2468958795070648,12:55:16.58,+00:14:48.8,original,Er
2074,587739407877996689,241.21139526367188,21.98979759216309,16:04:50.73,+21:59:23.3,original,Ser
2077,587726015073353815,190.14593505859372,2.4681429862976074,12:40:35.02,+02:28:05.3,original,Sb(r)
2085,587735347489341493,156.62893676757812,12.533288955688477,10:26:30.94,+12:31:59.8,original,Sb2l(r)
2090,587741532773482537,141.11688232421875,22.428585052490234,09:24:28.05,+22:25:42.9,original,Er
2092,587732771573596183,139.1051788330078,7.095423221588135,09:16:25.24,+07:05:43.5,original,Ei
2099,587742062161297450,220.5831756591797,19.19184112548828,14:42:19.96,+19:11:30.6,original,SBc2t(r)
2105,587739304214003862,176.58206176757812,35.00373458862305,11:46:19.69,+35:00:13.4,original,Sb2m(r)
2168,587745245241606159,156.7804718017578,18.693662643432617,10:27:07.31,+18:41:37.2,original,Sb?t
2170,587731870172446752,185.8794403076172,55.65653610229492,12:23:31.07,+55:39:23.5,original,Sb(r)
2181,587735043608805624,121.79285430908205,24.38924217224121,08:07:10.29,+24:23:21.3,original,Sc?t
2182,587729652885487730,248.7183990478516,40.19477844238281,16:34:52.42,+40:11:41.2,original,Sb2m
2189,587732590645215340,197.40737915039065,59.29412078857422,13:09:37.77,+59:17:38.8,original,SBb(r)
2192,587739827133677736,228.51690673828125,19.98059463500977,15:14:04.06,+19:58:50.1,original,Sb?t(r)
2195,587745541057085533,155.33958435058594,16.114376068115234,10:21:21.50,+16:06:51.8,original,Sb3t
2200,587742062139605064,167.50924682617188,21.982160568237305,11:10:02.22,+21:58:55.8,original,Sb(r)
2209,588007006332190941,222.9796295166016,60.74834060668945,14:51:55.11,+60:44:54.0,extra,Sb?t(r)
2225,587725471211651227,144.90826416015625,59.79125595092773,09:39:37.98,+59:47:28.5,original,SBb4t
2233,587739607546265671,165.34400939941406,29.789600372314453,11:01:22.56,+29:47:22.6,original,Sc?t
2235,587733603730391053,245.69427490234372,39.5845832824707,16:22:46.63,+39:35:04.5,original,Sb(r)
2237,587735343179432232,122.52828216552734,5.264969348907471,08:10:06.79,+05:15:53.9,original,Sb(r)
2252,587729653427142882,256.8314208984375,31.438690185546875,17:07:19.54,+31:26:19.3,original,Sb2t(r)
2265,587732771584868400,165.04661560058594,9.592833518981934,11:00:11.19,+09:35:34.2,original,Ec
2270,588295841247461382,173.03909301757812,49.01033782958984,11:32:09.38,+49:00:37.2,original,Sc?t
2274,587742863138619467,179.3700408935547,16.522865295410156,11:57:28.81,+16:31:22.3,original,Sb
2277,587736543094309099,220.55735778808597,8.676676750183105,14:42:13.77,+08:40:36.0,original,SBc2m
2284,587732136997486599,186.96090698242188,53.72486877441406,12:27:50.62,+53:43:29.5,original,SBb2m
2291,587739629557973046,222.6192779541016,26.031145095825195,14:50:28.63,+26:01:52.1,original,Er
2302,587733441049395265,239.98794555664065,41.47779083251953,15:59:57.11,+41:28:40.0,original,SBb2m
2305,587726033853022296,165.89759826660156,3.337416648864746,11:03:35.42,+03:20:14.7,original,Sb?t(r)
2311,587738196653048158,121.1477508544922,55.543243408203125,08:04:35.46,+55:32:35.7,original,Sb2m
2325,587738568174534706,203.53921508789065,13.2808198928833,13:34:09.41,+13:16:51.0,original,Sb?m
2332,587739709017358343,208.0049285888672,29.057844161987305,13:52:01.18,+29:03:28.2,original,Sb?t
2366,587739407874326628,233.0048370361328,25.57167053222656,15:32:01.16,+25:34:18.0,original,Er
2367,587742062120206743,122.2664566040039,11.353832244873049,08:09:03.95,+11:21:13.8,original,Sc?t
2369,587733081351258168,190.23106384277344,55.4542236328125,12:40:55.46,+55:27:15.2,original,Ei
2379,587725040092250278,180.79454040527344,-2.876002788543701,12:03:10.69,-02:52:33.6,original,SBb2t
2384,588015508212547772,38.72857666015625,-0.7959786057472229,02:34:54.86,+00:47:45.5,stripe82,Sc?t
2385,587742012763013230,223.2865753173828,17.04411506652832,14:53:08.78,+17:02:38.8,original,Ec
2388,588017726546182240,180.86737060546875,8.37023639678955,12:03:28.17,+08:22:12.9,original,SBb?t
2394,587739130811318372,221.8351593017578,30.55014038085937,14:47:20.44,+30:33:00.5,original,SBb2t(r)
2396,587736976887251070,241.3234100341797,23.75568199157715,16:05:17.62,+23:45:20.5,original,Er(r)
2400,587734949127651511,149.9068145751953,10.332362174987791,09:59:37.64,+10:19:56.5,original,SBb2m(r)
2405,588017726017306628,199.2435760498047,7.844481945037842,13:16:58.46,+07:50:40.1,original,Ser
2409,588017566019223626,167.69149780273438,11.611546516418455,11:10:45.96,+11:36:41.6,original,SBb2l
2412,588015508212088843,37.545196533203125,-0.6482583284378052,02:30:10.85,+00:38:53.7,stripe82,Sb(r)
2414,588017720114479203,203.89654541015625,40.11111831665039,13:35:35.17,+40:06:40.0,original,Er
2419,587742610270322892,229.59649658203125,12.185917854309082,15:18:23.16,+12:11:09.3,original,SBc2m
2422,587742575904817237,183.53518676757807,19.336631774902344,12:14:08.44,+19:20:11.9,original,SBb?t(r)
